season_year,week_index,scene_count,valid_pixel_fraction,week_mid_date,evi_observation_count,evi,ndre_observation_count,ndre,ndvi_observation_count,ndvi,missing_data,evi_smooth,ndre_smooth,ndvi_smooth,ndvi_baseline_mean,ndvi_baseline_std,ndvi_baseline_count,ndvi_baseline_p25,ndvi_baseline_p75,ndvi_diff,ndvi_pct_diff,ndvi_zscore,ndvi_missing_data,ndvi_baseline_missing_data,ndvi_stress_component,evi_baseline_mean,evi_baseline_std,evi_baseline_count,evi_baseline_p25,evi_baseline_p75,evi_diff,evi_pct_diff,evi_zscore,evi_missing_data,evi_baseline_missing_data,evi_stress_component,ndre_baseline_mean,ndre_baseline_std,ndre_baseline_count,ndre_baseline_p25,ndre_baseline_p75,ndre_diff,ndre_pct_diff,ndre_zscore,ndre_missing_data,ndre_baseline_missing_data,ndre_stress_component,composite_stress_score,composite_pct_diff,composite_diff,negative_pct_diff,baseline_missing_data
2026,10,0,,2026-06-13,0,,0,,0,,True,,,,0.23178397864103317,0.04009430752512562,2,0.2176085002720356,0.24595945701003075,,,,True,False,,0.242278054356575,0.04822804869513689,2,0.22522686421871185,0.25932924449443817,,,,True,False,,0.15012342669069767,0.030843724918958267,2,0.13921852316707373,0.1610283302143216,,,,True,False,,,,,,False
2026,11,0,,2026-06-20,0,,0,,0,,True,,,,0.23150966875255108,0.04048224028971005,2,0.21719703543931246,0.2458223020657897,,,,True,False,,0.25214050337672234,0.0342804395326313,2,0.24002053774893284,0.26426046900451183,,,,True,False,,0.15142784267663956,0.028999002140662977,2,0.14117514714598656,0.16168053820729256,,,,True,False,,,,,,False
2026,12,0,,2026-06-27,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,13,0,,2026-07-04,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,14,0,,2026-07-11,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,15,0,,2026-07-18,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,16,0,,2026-07-25,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,17,0,,2026-08-01,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,18,0,,2026-08-08,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,19,0,,2026-08-15,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,20,0,,2026-08-22,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
2026,21,0,,2026-08-29,0,,0,,0,,True,,,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,0,,,,,,True,True,,,,,,True
